intern,con_legis_num,congress,legislation_type,chamber,bill_number,title,link,target,is_gold_trap,gold_label,display_order
Noah M.,115_s.2872,115,s,Senate,S. 2872,"A bill to amend the Congressional Accountability Act of 1995 to reform the procedures provided under such Act for the initiation, investigation, and resolution of claims alleging that employing offices of the legislative branch have violated the rights and protections provided to their employees under such Act, including protections against sexual harassment and discrimination, and for other purposes.",https://www.congress.gov/bill/115th-congress/senate-bill/2872,gold,True,0,155
Noah M.,101_s.1278,101,s,Senate,S. 1278,A bill to deny the People's Republic of China most-favored-nation trade treatment.,https://www.congress.gov/bill/101st-congress/senate-bill/1278,gold,True,1,156
Noah M.,112_s.3124,112,s,Senate,S. 3124,"A bill to extend the temporary suspension of duty on acrylic staple fibers containing at least 85 percent by weight of acrylonitrile units and 2 percent or more but not more than 3 percent of water, raw white (undyed), crimped, with an average decitex of 2.2 (plus or minus 10 percent) and fiber length of 38 mm (plus or minus 10 percent).",https://www.congress.gov/bill/112th-congress/senate-bill/3124,train_neg,False,,157
Noah M.,119_h.r.5022,119,hr,House,H.R. 5022,"To require congressional approval for the export of advanced artificial intelligence semiconductors to the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/5022,test_119,False,,158
Noah M.,111_h.con.res.318,111,hconres,House,H.Con.Res. 318,Supporting the ideals and objectives of the United Nations Millennium Declaration and related Millennium Development Goals and calling on the President to ensure the United States contributes meaningfully to the achievement of the Millennium Development Goals by the year 2015.,https://www.congress.gov/bill/111th-congress/house-concurrent-resolution/318,train_neg,False,,159
Noah M.,110_h.r.5911,110,hr,House,H.R. 5911,To repeal certain incentives and subsidies for renewable fuels.,https://www.congress.gov/bill/110th-congress/house-bill/5911,train_neg,False,,160
Noah M.,111_s.2488,111,s,Senate,S. 2488,A bill to suspend temporarily the duty on sodium hypophosphite.,https://www.congress.gov/bill/111th-congress/senate-bill/2488,train_neg,False,,161
Noah M.,119_h.res.875,119,hres,House,H.Res. 875,"Recognizing the 75th anniversary of The Arc of the United States, a leading organization promoting and protecting the civil and human rights of people with intellectual and developmental disabilities and actively supporting their full inclusion and participation in the community throughout their lifetimes.",https://www.congress.gov/bill/119th-congress/house-resolution/875,test_119,False,,162
Noah M.,119_h.r.4860,119,hr,House,H.R. 4860,"To direct the Secretary of Defense to establish a strategic partnership with the Taiwan Ministry of National Defense to coordinate defense industrial priorities, expand defense technology cooperation, deter regional adversaries, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/4860,test_119,False,,163
Noah M.,119_s.res.195,119,sres,Senate,S.Res. 195,A resolution requesting information on El Salvador's human rights practices pursuant to section 502B(c) of the Foreign Assistance Act of 1961.,https://www.congress.gov/bill/119th-congress/senate-resolution/195,test_119,False,,164
Noah M.,119_s.res.547,119,sres,Senate,S.Res. 547,"A resolution expressing unwavering support for the United States-Japan alliance in response to political, economic and military pressure by the People's Republic of China.",https://www.congress.gov/bill/119th-congress/senate-resolution/547,test_119,False,,165
Serena K.,119_s.1407,119,s,Senate,S. 1407,"A bill to ban the use of Federal funds for the purchase of drugs manufactured in the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1407,test_119,False,,0
Serena K.,119_s.res.355,119,sres,Senate,S.Res. 355,A resolution requesting information on the Republic of Rwanda's human rights practices pursuant to section 502B(c) of the Foreign Assistance Act of 1961.,https://www.congress.gov/bill/119th-congress/senate-resolution/355,test_119,False,,1
Serena K.,119_s.2884,119,s,Senate,S. 2884,A bill to amend the National Defense Authorization Act for Fiscal Year 2000 to extend and modify requirements for an annual report on military and security developments involving the People's Republic of China.,https://www.congress.gov/bill/119th-congress/senate-bill/2884,test_119,False,,2
Serena K.,119_s.821,119,s,Senate,S. 821,A bill to provide for increased reporting regarding Department of State Taiwan guidelines.,https://www.congress.gov/bill/119th-congress/senate-bill/821,test_119,False,,3
Serena K.,102_h.r.3305,102,hr,House,H.R. 3305,"To suspend until January 1, 1995, the duty on Disperse Red 279.",https://www.congress.gov/bill/102nd-congress/house-bill/3305,train_neg,False,,4
Serena K.,119_h.r.5287,119,hr,House,H.R. 5287,To require an annual report on the advanced semiconductor manufacturing capabilities of the People's Republic of China.,https://www.congress.gov/bill/119th-congress/house-bill/5287,test_119,False,,5
Serena K.,119_h.r.5959,119,hr,House,H.R. 5959,"To reauthorize the North Korean Human Rights Act of 2004, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/5959,test_119,False,,6
Serena K.,119_h.r.4617,119,hr,House,H.R. 4617,"To monitor United States investments in entities that are controlled by foreign adversaries, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/4617,test_119,False,,7
Serena K.,119_h.r.2390,119,hr,House,H.R. 2390,"To amend title 46, United States Code, to clarify that port infrastructure development program funds may be used to replace Chinese port crane hardware or software, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/2390,test_119,False,,8
Serena K.,112_s.2754,112,s,Senate,S. 2754,"A bill to extend the temporary suspension of duty on 4,4'-oxydianiline.",https://www.congress.gov/bill/112th-congress/senate-bill/2754,train_neg,False,,9
Serena K.,119_h.r.4458,119,hr,House,H.R. 4458,To require the Secretary of State and the Secretary of Defense to develop a strategy in response to the global basing intentions of the People's Republic of China.,https://www.congress.gov/bill/119th-congress/house-bill/4458,test_119,False,,10
Serena K.,119_h.r.1577,119,hr,House,H.R. 1577,"To provide authority to the Secretary of the Treasury to take special measures against certain entities outside of the United States of primary money laundering concern in connection with illicit fentanyl and narcotics financing, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1577,test_119,False,,11
Serena K.,119_s.3330,119,s,Senate,S. 3330,"A bill to impose sanctions with respect to persons that contribute to international trafficking of illicit drugs, including companies of the People's Republic of China that supply fentanyl precursors and certain cartels that traffic fentanyl into the United States, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/3330,test_119,False,,12
Serena K.,119_h.r.407,119,hr,House,H.R. 407,To exclude the imposition of duties and import quotas from the authorities provided to the President under the International Emergency Economic Powers Act.,https://www.congress.gov/bill/119th-congress/house-bill/407,test_119,False,,13
Serena K.,119_h.r.6207,119,hr,House,H.R. 6207,"To prohibit purchases of certain semiconductor manufacturing equipment from foreign entities of concern or subsidiaries of foreign entities of concern, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/6207,test_119,False,,14
Serena K.,119_h.r.1496,119,hr,House,H.R. 1496,"To amend the Internal Revenue Code of 1986 to establish a credit for the domestic production of high-performance rare earth magnets, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1496,test_119,False,,15
Serena K.,119_h.r.2147,119,hr,House,H.R. 2147,"To amend the Immigration and Nationality Act to prohibit the admission of Chinese nationals as nonimmigrant students, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/2147,test_119,False,,16
Serena K.,105_s.1550,105,s,Senate,S. 1550,"A bill to suspend until December 31, 2002, the duty on Benzoic acid, 4-{{(2,5-dichlorophenyl)amino}carbonyl}-2-{{2-hydroxy-3-{{(2-methoxyphenyl)amino}carbonyl}-1-naphthalenyl}-,methyl ester.",https://www.congress.gov/bill/105th-congress/senate-bill/1550,train_neg,False,,17
Serena K.,119_h.r.6056,119,hr,House,H.R. 6056,"To establish in the Department of State a Special Envoy for the Human Rights of LGBTQI+ Peoples, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/6056,test_119,False,,18
Serena K.,119_h.r.3264,119,hr,House,H.R. 3264,To require a determination and report relating to money laundering and violations of export controls and sanctions in Hong Kong.,https://www.congress.gov/bill/119th-congress/house-bill/3264,test_119,False,,19
Serena K.,119_s.2224,119,s,Senate,S. 2224,"A bill to amend the Taiwan Allies International Protection and Enhancement Initiative (TAIPEI) Act of 2019 to provide that the United States, in its role as a member of any international organizations, should oppose any attempts by the People's Republic of China to resolve Taiwan's status by distorting the decisions, language, policies, or procedures of any such organization, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2224,test_119,False,,20
Serena K.,103_h.r.1307,103,hr,House,H.R. 1307,To prohibit the involuntary return to Haiti of Haitian refugees outside the United States.,https://www.congress.gov/bill/103rd-congress/house-bill/1307,train_neg,False,,21
Serena K.,119_h.r.5491,119,hr,House,H.R. 5491,To encourage diplomatic advocacy efforts on behalf of Americans unjustly detained in the People's Republic of China.,https://www.congress.gov/bill/119th-congress/house-bill/5491,test_119,False,,22
Serena K.,116_h.res.256,116,hres,House,H.Res. 256,Recognizing people of African descent and Black Europeans.,https://www.congress.gov/bill/116th-congress/house-resolution/256,train_neg,False,,23
Serena K.,119_s.res.195,119,sres,Senate,S.Res. 195,A resolution requesting information on El Salvador's human rights practices pursuant to section 502B(c) of the Foreign Assistance Act of 1961.,https://www.congress.gov/bill/119th-congress/senate-resolution/195,test_119,False,,24
